ID,ORDERID,PRODUCTID,QUANTITY,REVENUE
ab748aef-bd97-45ca-a877-2456a67cd922,2e787ebf-9f47-47ea-9901-3791af1544ee,ed755c61-b026-4a14-86d5-c6aa8793c1ef,1,16.83
d8495b36-68ec-4e85-9a0f-b4b019730328,5c175661-2d5a-46e3-b027-1e571f4d6458,36d64f49-d957-4abf-9599-efb0bf6650ed,250,44.17
eb762865-123f-45a8-bf50-faa730f5097f,0261f4ae-97d2-4abf-b4e3-1f6aed4739b3,853f36f2-8e15-4cda-98cf-fdf3347d4b9d,50,38.02
3f8fa30d-98cd-4dc0-a9b8-f652040ab022,c2a4681b-439b-440a-8004-3c8b4ed6786c,853f36f2-8e15-4cda-98cf-fdf3347d4b9d,500,40.98
d3187e31-ca1f-4f68-b757-0c9c58999824,197a2ab9-389f-49b4-aabc-ee9e45644241,30e11212-a68c-4bd7-bcd4-4faece356bec,1,17.34
06633c92-29da-4c07-8bee-55061baa5bc0,befc5504-fc47-471f-a8b6-a00d7bb189dc,853f36f2-8e15-4cda-98cf-fdf3347d4b9d,500,33.5
e06041d0-b4d3-4581-9636-b93dfb36e620,84b3317a-8278-4a66-acd5-295a66611bce,3d03a711-2aac-467d-af60-866ca46f2043,1,53.95
8b05c346-58d5-4cbe-95d2-28a12b880966,d33ed531-3a9c-4581-a991-87485dec9051,3d03a711-2aac-467d-af60-866ca46f2043,1,68.35
4877f68e-64a9-4299-be7b-2951dec8c057,0a52cbf3-657a-4948-9154-c87420b3537a,d90c9359-b102-4e70-9b21-70b18c415da1,6,397.16
e940851b-c002-4c09-a4a1-95f0ed2a32aa,4f465128-092d-4811-a7c1-6ca5dd96e066,5e30a00c-e4e0-4f2b-863b-3126031d2ad3,6,37.95
05e6a46f-4743-46f3-84b3-8d519b9cd11b,c26d9071-8211-49a8-80e4-f57dff386987,d852fc11-c317-4aa1-bc76-6755bb68ebcc,100,254
5896ea54-3415-4e4c-8cad-e7a21d7099ff,5fb87c92-7222-4eeb-b3aa-ed01b8f1c233,5bc10f9e-b25d-4b90-b1b2-38c0c9934b3d,200,225.86
887b0e97-00c4-41ed-9a67-4d81fcbb499c,121e0277-ad13-48c3-93c1-efd6a6334955,5e30a00c-e4e0-4f2b-863b-3126031d2ad3,25,24.4
f3c4b595-e7e4-485d-987f-02fadd80eee7,9535bf45-0dc0-4eed-bea7-34788954692d,8dbe4098-54ae-45e4-8250-e7966531dd91,50,35.97
df1aa934-0813-42a6-bac3-20de5afca967,932b8205-2a75-41a1-9994-a4de80b3a85f,3c04e602-4222-4618-8794-ace854a6a101,1,36.56
cc8cd42e-2ceb-4b04-9bf1-6b0dbc08afe1,f6660df5-c5ee-4366-afc7-c09955647a16,3d03a711-2aac-467d-af60-866ca46f2043,2,78.68
f2153aab-17c3-4ce4-af96-8aa9fb9579f0,37277256-7424-4e67-9a89-e580e3ecfd6b,5e7ba712-4c49-41ed-8d01-77b2bdbf7e04,1000,145.74
f4ee4e73-0fc1-4fe8-85e2-ae4ba61f651a,de11bb57-a1c7-4965-ab61-4b10e1ff6dc5,495110b1-9e31-4e6d-a284-233074c7ec20,100,226.01
d76748b5-e9b1-448c-9b4b-71355d3e61be,996c0063-79c8-486f-9469-3aa351c6a29a,5bc10f9e-b25d-4b90-b1b2-38c0c9934b3d,2000,1149.72
707486bd-62e2-4436-bf7f-d1f7225eda97,d8adab07-202c-4ca1-a17d-5ceeec51e152,36d64f49-d957-4abf-9599-efb0bf6650ed,1000,22.77
7aea4772-c0ea-4d7a-9eca-a7737f1dec25,0db9f0f8-2662-4c88-b212-a221c689b3f2,07a05460-f8b2-4577-b914-38b37829ee4c,1,72.28
ad0f0d46-e0d3-4992-944b-09d584ed222c,acb2bf9c-f067-4a62-8933-04d346c7f887,3d26c25a-4b9d-4091-a4df-96b3eb72aa4f,1000,30
4e426423-3c6f-46d0-bac1-0aa8ec3b9e5b,a63780ac-d2b1-4343-bc82-c7b1849997c6,3d03a711-2aac-467d-af60-866ca46f2043,1,53.16
6faf5ce5-51aa-430f-89bf-cd1fb34d2312,96cb3854-4dbb-4901-b7be-76f281ee9f14,853f36f2-8e15-4cda-98cf-fdf3347d4b9d,1000,44.88
11fc8f10-4b60-4b37-b740-338005225e89,22e6cbb9-4693-454c-ac6b-5ee4a5b5a7d7,853f36f2-8e15-4cda-98cf-fdf3347d4b9d,150,25.35
6cf356b1-beb1-4ced-b470-7851d81c3977,607b0540-fd99-49ae-8eb3-576b43609232,1fe22468-f457-441e-8858-caec24ba979e,1,93.95
280c42dd-03d6-407d-8f75-1218eace975e,b63add71-4834-4687-b6bd-62d187ec590e,30e11212-a68c-4bd7-bcd4-4faece356bec,2,17.36
67ab21b6-700d-4493-918a-360ab33b1b9d,435b2e66-c0ef-4b04-b1fd-2eb45b8fe673,3750db0f-b222-4762-bfd2-1bf4184236f5,1000,29.4
c17e27bd-6c7b-40b7-a069-787081f2fc16,e09b652e-822f-4f56-b3c6-d68ed1e47076,5fcd9e18-9541-40de-8ee9-fcfca8e095f1,15,232.64
9a54d17c-0e07-4e5d-b538-b04f05e4539c,318c4038-0fe8-40e5-bc14-a96b9742b2a8,9a7bc1d4-94ac-4eb2-983f-b3bdbd18c720,1,67.42
2b554355-467c-40ba-8774-0f307d479af0,906eade7-7ed3-4a1f-b7b5-b9eea985b0f5,36d64f49-d957-4abf-9599-efb0bf6650ed,250,19.8
0562de70-37fe-4168-8c39-246406aafbd1,12683098-f635-4814-a2c9-6377e51a5d8c,36d64f49-d957-4abf-9599-efb0bf6650ed,500,46
1167b47f-4ba0-4f29-a34e-a6662f220ae0,33560f39-3799-4da5-bd9c-69bce866bc44,5e30a00c-e4e0-4f2b-863b-3126031d2ad3,1,27.11
87644039-7582-43ea-9b39-723acc53d496,69a07faa-6767-44ba-a56c-685f10772f9e,853f36f2-8e15-4cda-98cf-fdf3347d4b9d,100,28.75
8bf3f689-58cb-4971-a459-40c434ab56fc,49f05f28-32c7-42d2-9f2c-cac8c7cc1816,0f33b68a-0de9-41aa-b7dd-30df896ebd31,250,45.43
3c987450-abef-4b74-b7ac-f8c5fcd4510e,1e4c441e-78a5-4125-8776-45af61e2570d,36d64f49-d957-4abf-9599-efb0bf6650ed,500,124.85
b9ee0904-d51f-4a18-a39d-95690b11edbe,8b19a67a-ea6b-43c7-a8d0-b709c6d2de9d,8dbe4098-54ae-45e4-8250-e7966531dd91,50,29.25
e6fbf181-e12f-40f2-844d-8b0f6cec7c31,787eee8d-4be7-4720-bad7-e641a02ab674,853f36f2-8e15-4cda-98cf-fdf3347d4b9d,200,0
7f2c6763-db86-4c84-8a3f-6190f1699c05,805ead59-5b25-45cb-8966-8c858b7a675b,5e30a00c-e4e0-4f2b-863b-3126031d2ad3,5,15.55
3e2da9ea-581b-432f-8ccb-30e4a571d56d,b0e12553-ad8e-4cc5-b1f2-0ed044b508de,8e9b9880-db98-4bc7-adc5-327bc259960c,2,23.96
6b2d0507-9cde-4d05-9157-36234a4f8e97,f23e3267-d0d4-4e78-816e-77ef1a034d11,b38515d5-f322-45b8-af47-074521c0a76a,150,183.25
b03f6c24-7b1d-4371-b6de-0762c689a4fb,43cbd76a-c72f-4666-b620-464522fca4ce,36d64f49-d957-4abf-9599-efb0bf6650ed,500,15.5
886b60aa-7b40-4b6d-81ed-4ad3887a50ab,174f1855-0548-449a-9ccf-a452ccbdc39d,07a05460-f8b2-4577-b914-38b37829ee4c,1,18.55
198f495e-b879-4b25-8cbe-2ada2d039f13,d6dc7ce8-63e5-48e7-a65b-2a56c7248042,853f36f2-8e15-4cda-98cf-fdf3347d4b9d,5000,0
2f26e914-abf1-47f1-9c35-b9f711c7240b,81a9f98b-e502-47d9-9e59-92c8673dc213,853f36f2-8e15-4cda-98cf-fdf3347d4b9d,200,28.03
74d3770d-c138-4e72-b431-35b07017142b,84c2f3de-49e8-4da1-97b4-7b45ed426ba7,3d26c25a-4b9d-4091-a4df-96b3eb72aa4f,1000,36.26
d545940a-cfc0-4fbd-bddb-613166e89431,9714044f-98ba-498d-bc32-f10c71ba182e,853f36f2-8e15-4cda-98cf-fdf3347d4b9d,75,28.75
46520064-1cce-4b21-823f-a330fc0391cb,05909411-0d9a-4408-b1a6-bf4b8dae9f8d,0b137c7c-ebdc-4a96-adbc-a365337f26e1,5,32.5
4441bb7c-2c50-4967-86b0-18a5ae2bafa7,444cb18d-44fd-43f2-a3e4-8d4b133e5a25,36d64f49-d957-4abf-9599-efb0bf6650ed,500,30.2
ee61c180-ef5d-42a8-aaad-635498803edc,e74eda33-3125-400b-83f3-91ec9c47e106,30e11212-a68c-4bd7-bcd4-4faece356bec,1,51.16
1f1840b5-09ea-47c7-9b91-792563e6fb10,b156cefc-d369-4f22-97cb-ce2a176457da,07a05460-f8b2-4577-b914-38b37829ee4c,1,30.32
d3a375fc-01a2-49b0-b7a6-38b847f7b74d,ea3a29ce-44fa-45ff-8a05-5569741480a5,67d3b5e9-c810-4ce9-902a-d2c016f42408,1,39.5
35c60f20-7324-41dd-bb3d-ecc7ea917899,349a3565-e279-4330-b675-3620c71c7d8c,5e7ba712-4c49-41ed-8d01-77b2bdbf7e04,75,52.26
4b5fbf80-514a-43de-8f81-cef5188a6dbd,760d3eff-c084-43d3-98eb-d2e1bf8bf96d,853f36f2-8e15-4cda-98cf-fdf3347d4b9d,250,36.96
729fda1d-5792-4f80-8569-2e70134bd3ec,d735a776-c885-4821-972a-905039599952,853f36f2-8e15-4cda-98cf-fdf3347d4b9d,1000,45.22
8cafa98a-8ee5-4a9a-81a7-fb7716620e1d,e5931566-4d97-409b-b412-b94c6df81d54,853f36f2-8e15-4cda-98cf-fdf3347d4b9d,500,46.08
be448009-2f77-489d-a30f-9c5f17d2e951,33e3a337-f077-48a6-8dd8-1b231ab16d1f,07a05460-f8b2-4577-b914-38b37829ee4c,1,18.46
a4dc7b96-ba9b-4dfe-9242-db2d2ce88783,a425de87-4cbf-453c-9595-b1fb2ba781a5,36d64f49-d957-4abf-9599-efb0bf6650ed,50,20.5
492a1999-841f-45a3-a25e-435bf897a2f6,49f4feb9-0808-4365-b86f-6535f9cc046e,9a7bc1d4-94ac-4eb2-983f-b3bdbd18c720,1,20.38
f2da39cf-643c-49a6-99c0-289ffb6ca762,8bbbeffd-a702-4f1b-a5cc-73ddf4b73788,cb7b534c-44d3-4ae5-acb5-cc3238b16e28,1,28.02
ca284b25-6bc6-4a40-b0d7-4c35fea071b5,b42c675b-74de-4100-8fc5-5fad8452dcd3,5e30a00c-e4e0-4f2b-863b-3126031d2ad3,1,0
a42f2acb-5aef-43ed-b872-5751dad2b0c1,eeed6d33-cc3e-4fab-9a91-080a2cf886f4,ce3af762-9232-4eca-a0c4-fcc891672ace,1000,85.7
75fdb3d7-ef2c-4074-aed7-0cd2ed74ec29,7ecd7d0f-ed42-4c76-9592-8518bb142b94,56551734-e181-41e7-b2ec-9f30b2dece30,1,177
964bc007-4967-4e9a-a13e-696e41c11450,98a45698-14b6-49f4-956c-6d33c202eca3,0f33b68a-0de9-41aa-b7dd-30df896ebd31,75,52
f34a8fb4-7b90-4fa0-ad39-d5785f6db60f,44bdbe10-e8dd-4338-ab8c-72c988543647,30e11212-a68c-4bd7-bcd4-4faece356bec,1,71.67
9a75a241-9147-4d92-b4e7-0351d0336cd9,462b123b-fa49-48a3-a852-3d99be5e0883,5bc10f9e-b25d-4b90-b1b2-38c0c9934b3d,5000,671.35
783f484d-69b0-43b6-85ba-8a0094886b3e,5772c8a8-a0e4-4812-bd68-29c389a32340,07a05460-f8b2-4577-b914-38b37829ee4c,1,82
651a9ab1-4657-4911-81a6-a7e405765530,76e0d046-5988-47fd-9e9b-0d906fb7f37f,3750db0f-b222-4762-bfd2-1bf4184236f5,10000,950
508b22ea-2a88-49cd-9821-6612a5805d86,483e2415-0a12-44fa-9e6b-92e71f0c189e,8e501480-4a60-4e74-943f-3b493c4d4404,500,0
0e40c812-53b8-4ff7-96e3-1ee0aa9c5375,4a38705b-f5ab-439a-bea6-4d05e494b175,07a05460-f8b2-4577-b914-38b37829ee4c,1,27.71
7fa22846-43a1-49ec-94ac-f112060e5272,27341d8f-3bb9-491a-a841-c43791ec1da8,853f36f2-8e15-4cda-98cf-fdf3347d4b9d,250,27.6
614f947e-3ad7-4fc6-ae4d-9ca9940e7016,50675b4d-42bf-432b-b82e-ce471cb494a8,40d7d6e4-a401-49d2-8b23-cbf12b19e48f,4,412.27
6358c2f4-631b-443a-a3de-da513617e5ac,86b96de1-19a9-4f36-adaf-51cf2cd6c7d1,3d03a711-2aac-467d-af60-866ca46f2043,2,130.66
23fdbfbc-9d12-4ea1-a3ec-ea14d39a463e,6d2501c2-806d-4a8c-b510-06c17ca48399,853f36f2-8e15-4cda-98cf-fdf3347d4b9d,1000,29.8
058242e0-eeed-4c7b-94b1-6910f75365cf,d55799c7-e27a-44ce-8372-a4c1b6943f16,00ef5e15-5e3c-4e35-8a7c-d78e8d64792a,1000,80.06
5d8209a5-a350-4802-a255-ee49d0e4f1c0,188ed00a-61a5-43c9-b590-ecf57401d299,3d03a711-2aac-467d-af60-866ca46f2043,1,395.48
f6aa1e88-c147-4fb6-a4bd-1115925dd89f,55505abf-7c2a-47b2-9f65-ac865f7053a6,07a05460-f8b2-4577-b914-38b37829ee4c,1,41.74
7111e1a8-9ec4-4032-9ed4-81f64cecf7a1,fc33ca80-ad14-4886-99e0-7d655de639ee,5e7ba712-4c49-41ed-8d01-77b2bdbf7e04,500,35.88
6f138197-cf94-4278-a098-4503167d6cb8,300846a6-54a2-41dd-bfc9-d476cbcbef62,00ef5e15-5e3c-4e35-8a7c-d78e8d64792a,250,2957.5
7e3d7e3a-94e3-4bd1-bd64-0822f7cc2b14,a7ebbdd5-91e1-4a2f-9cb4-a050c45f1e59,30e11212-a68c-4bd7-bcd4-4faece356bec,1,24.43
09cb0701-2ee7-45b7-b9aa-40596791b4a7,edd3923a-7c2a-4736-9ef0-3ca6820bdf94,7d7fc830-8264-46a2-a819-9fc1be0491b8,1,70.3
8f6022cd-94e4-4831-8a7f-d403e3696fe4,42ed0d7f-3d7a-4b4d-93e7-4d1e4be549d8,8e1eef0b-cc5d-4c01-86ad-b46f7f040387,1,25.52
9b3486af-14bd-44be-af31-2fb9a40bfb81,063028a3-f871-49bb-bad9-486b2bd101bf,c7dbbf5f-c48e-4235-8b19-e783810c8435,1,14.4
b3b54df7-f8c5-4e4d-b8b1-1b1255ed12e3,4cb17e59-5c17-40fa-a015-cc225677dcd1,07a05460-f8b2-4577-b914-38b37829ee4c,1,40.66
d4b707e7-4add-43e0-bc82-54faab548f9c,cf7fd27c-a4c3-429c-a07d-d074929675ef,3c04e602-4222-4618-8794-ace854a6a101,1,11.63
f6eb091d-be31-4e75-ab66-d2b4609cce8c,fcc7790c-efce-429a-b8a4-15c514431f82,853f36f2-8e15-4cda-98cf-fdf3347d4b9d,250,23.86
974e2e49-a92a-4e87-b081-05ad7a73bcbb,b7f44de6-6614-4481-aa54-f5ad546795c5,0f33b68a-0de9-41aa-b7dd-30df896ebd31,100,40.8
7ec48836-be30-4ee6-95bb-3bda7cb17f44,31411583-5cc3-4b61-9794-1a291eac7321,5e7ba712-4c49-41ed-8d01-77b2bdbf7e04,50,0
132393a6-9200-4af0-b816-c8d57fd63738,22dc6201-b61e-4822-9c1e-c2d2fd668283,853f36f2-8e15-4cda-98cf-fdf3347d4b9d,150,31.75
031ae4f0-e682-4479-90b4-07f31f1c3be4,95f3f7c2-fd28-4f5e-82fe-66056987c331,853f36f2-8e15-4cda-98cf-fdf3347d4b9d,5000,48.1
f284d326-1cd4-47cc-9736-3fde877d7a5b,49f2bc68-88eb-4a5f-81a6-9e015a432d24,0f33b68a-0de9-41aa-b7dd-30df896ebd31,1000,90
ed1a4318-ad44-4aa0-99cc-8aacf82f705e,37e2b2a4-fcf0-4d11-95e2-75b91cc6be05,853f36f2-8e15-4cda-98cf-fdf3347d4b9d,1000,0
047bbe02-4574-4a23-a72c-ecf0f2e56945,c7b402df-ff7a-46ca-9d95-3ee0dbdabaf0,de46ee08-ca55-48ae-abe6-0acd2290a23a,2,140.02
5a553fa2-80a5-40a7-8ca9-3a234a88adda,67ddaa9b-4e55-49aa-91b4-ad68fc9eabb3,36d64f49-d957-4abf-9599-efb0bf6650ed,500,22
2bbdb6a4-69d2-4013-9bf4-89841b109252,6cae8e27-ce00-4b6a-8be0-c0844c5b8cb2,8dbe4098-54ae-45e4-8250-e7966531dd91,75,18.25
215152dc-ecb9-4ef4-afd5-9a797c9fd072,a6a5c571-7c78-4d18-b3cb-b826d4fe450c,30e11212-a68c-4bd7-bcd4-4faece356bec,1,22.58
c9400d89-66a7-4ab7-bd42-58b64a90385d,f37fad7c-2c2c-4d2d-9ae1-a09edf63566d,853f36f2-8e15-4cda-98cf-fdf3347d4b9d,10000,84.2
a458600d-8eb3-4312-b496-9b85cede89f8,e632969b-6abc-4542-be4a-c59742f9dd9a,36d64f49-d957-4abf-9599-efb0bf6650ed,75,20.39
bc1e0d7c-5a28-48ee-b1dd-7953a44f74ec,8dfcb671-ed53-4068-952b-ee79881cce07,de46ee08-ca55-48ae-abe6-0acd2290a23a,1,44
8cb84249-aee5-46fd-9dda-f18745b351bc,6a6b24fd-2e39-4827-ac52-e217f6f23a01,853f36f2-8e15-4cda-98cf-fdf3347d4b9d,2500,39.25
142b4437-55d5-4dd6-9639-15403d242b21,7f1853c6-29a2-4eab-8d34-7035031510d8,853f36f2-8e15-4cda-98cf-fdf3347d4b9d,10,33
8649bc93-c1d6-4eaf-ab0a-aaa96fed5ab0,6e59c1a1-96ec-4190-b079-54182a6b2e35,8e1eef0b-cc5d-4c01-86ad-b46f7f040387,2,37.09
0da610f7-965e-4243-a820-487c5d0e99f5,b6e743bf-e6f7-46aa-be2e-8dbd35126476,853f36f2-8e15-4cda-98cf-fdf3347d4b9d,500,30.22
a5d3b161-2293-42ae-a375-1ee0b83db74c,10449720-ded6-4554-85fd-7bbdfaa2e9c3,853f36f2-8e15-4cda-98cf-fdf3347d4b9d,2500,73.1
cbbf9076-f861-463e-a3ed-135e42763e4b,3f8fe7ee-3583-42fb-9929-c4bf41129924,80f43c40-2db7-42f1-af54-2157c9c1dd05,100,63.62
7ef5a3cc-a488-4fea-9f64-e845e98f265b,a354e0e6-a357-427c-a9f1-f7e48db4154b,30e11212-a68c-4bd7-bcd4-4faece356bec,1,99.67
ea37bea4-cca6-426a-b8de-118a36a06dbd,4f185053-980e-4288-8d94-db1e3f0fd27a,853f36f2-8e15-4cda-98cf-fdf3347d4b9d,50,17.95
5d43f821-3434-4af3-8357-0770adc037b8,cdc3c568-fda9-4dcd-9dec-6b05c5cabd72,853f36f2-8e15-4cda-98cf-fdf3347d4b9d,1000,45.03
0e95ee1d-046b-484e-b0e6-88fe0dc14f75,02cf9169-7a41-475c-9c78-cf3e455fb4da,5e7ba712-4c49-41ed-8d01-77b2bdbf7e04,100,26.75
a618e49a-6387-40c9-a81b-c2eafcd5ff39,3e18f470-078c-4db7-b002-5f6b18677fd5,853f36f2-8e15-4cda-98cf-fdf3347d4b9d,2500,60.32
885514ee-ea61-4f1c-97c6-2e787797417a,dd12e339-a498-4fc8-a1ee-1b81f6cc9e1e,853f36f2-8e15-4cda-98cf-fdf3347d4b9d,50,22.31
b997590c-53eb-435b-bbc0-223ff4297508,b0dae91a-52dc-4850-aca7-ac31f0f458ad,5e30a00c-e4e0-4f2b-863b-3126031d2ad3,1,16.54
3abe782e-78aa-487a-b4c3-b4d5a7a5bead,0a358e52-ed5a-48a7-9fa4-ea4d7fe5dd65,853f36f2-8e15-4cda-98cf-fdf3347d4b9d,200,60.66
6380294e-8598-4ecf-b204-708323411d3c,0c994fcc-4deb-437f-9429-ea68eccf8395,3c04e602-4222-4618-8794-ace854a6a101,2,19.22
112e75aa-b279-41d1-92d9-207990fe4bee,789a17c5-3f4d-4a5d-9acd-8d674aa952af,853f36f2-8e15-4cda-98cf-fdf3347d4b9d,200,67.37
3940bc46-a5d6-4c8d-8614-a61e239dabe9,263a815f-6360-4f0e-ae67-d5be23ac08fd,ba94136c-ef04-478b-8302-5ef743a20b54,25,60.96
348600d4-1579-4b45-8ee5-113667e081b7,b72da0f4-6faf-4339-998f-8e274c44a156,3c04e602-4222-4618-8794-ace854a6a101,2,12.18
db337da2-a13e-4649-80fe-3ee81fbfddfd,0df88d63-3ce5-419a-bc1a-96189d81bc9f,80f43c40-2db7-42f1-af54-2157c9c1dd05,1000,798.38
e16e2c28-89b1-4fac-ae11-eaf91213e933,7af0338f-bfb7-48b7-b40c-ef08869f3641,853f36f2-8e15-4cda-98cf-fdf3347d4b9d,2500,149.79
e5eae754-c3c9-44ba-8ea2-98081f884eb1,7c566fb6-c201-4fc5-a4e2-a2e860322df6,170ac447-6433-4cd2-b73f-046507c0d23b,500,69
19932e08-214e-435a-a952-549e9f228813,ab974a13-d651-49d5-8f2f-0de0adcc9afb,5bc10f9e-b25d-4b90-b1b2-38c0c9934b3d,100,194.5
aa8c8c80-209b-49c5-afaf-280279a872f1,3a3d9286-5759-4f8e-8751-05011323d41b,853f36f2-8e15-4cda-98cf-fdf3347d4b9d,50,19.83
e8a66098-8995-4604-ad92-d4aa9beeaa99,02fb7a3d-0301-4c85-ab9d-5c790f839efa,0f33b68a-0de9-41aa-b7dd-30df896ebd31,500,60.92
807aa79b-9803-4f2b-bc54-68214dbb8e81,58ae6ad5-0afe-488d-b094-418a7d6239e8,36d64f49-d957-4abf-9599-efb0bf6650ed,150,29.48
7b8a894b-8320-4439-a7cf-b37e2c2cd657,a4916e47-00f2-4be0-bb35-8b6a076b6cad,853f36f2-8e15-4cda-98cf-fdf3347d4b9d,10000,152.38
80011209-5154-4d38-92c6-a2f66aa4a905,7ae3ec99-5032-4411-91f7-b7065df50fb5,80f43c40-2db7-42f1-af54-2157c9c1dd05,100,74.35
9f2e5a63-b1f0-41ed-9930-9f9229fdca80,d6365a8f-011d-4db9-8f39-b65348564a8b,1e1ede71-69ab-4570-a36c-fab922b0951e,50,315.13
7467a20a-bf87-4cf4-ab4a-40a1b2034f13,becd04cb-3bf8-46cc-a2f1-9f7fef4e580e,5e7ba712-4c49-41ed-8d01-77b2bdbf7e04,500,38.5
b913474e-282c-4d55-a6a3-74a52b490ec0,488b0628-0860-4e7d-9195-ded9da0a5545,3d03a711-2aac-467d-af60-866ca46f2043,1,43.05
52d1bce7-9f3c-485c-ab8f-7d33b090dc42,b798255d-e486-4c33-bf30-967824f6987a,36d64f49-d957-4abf-9599-efb0bf6650ed,500,21.93
95923aca-9e23-48f5-bf4f-2b64004970d1,c6e03b97-8ecb-491c-bc19-290898d5c20b,30e11212-a68c-4bd7-bcd4-4faece356bec,1,18.75
ab36b7d8-8f8b-42c3-bd69-39954db36e05,6d5a546c-840f-43f4-b0fb-4b10558b5d8b,9a7bc1d4-94ac-4eb2-983f-b3bdbd18c720,1,19.75
e7fd4158-76f5-4624-b1cc-7ecd9dfc0950,00e7d155-6d90-4d2d-88ad-d014db3d45da,36d64f49-d957-4abf-9599-efb0bf6650ed,500,32.18
2baaf105-ffa6-4b8a-a2d2-07351eb92422,625220f1-18bb-4a3d-9f4f-f7b0b0a387f4,3c04e602-4222-4618-8794-ace854a6a101,1,11.81
e3326bf4-9904-4d8c-bcde-1acd338dcee2,9cff7c5e-d554-419a-b754-b85b657eaec4,3d03a711-2aac-467d-af60-866ca46f2043,1,45.42
4a9fbf05-9e18-4121-9edb-4d35095a6061,3f6dd17c-0362-48f1-9e25-b14a144d4eb7,853f36f2-8e15-4cda-98cf-fdf3347d4b9d,1000,37.44
29f7dcd4-a525-41bc-b0d9-a7fd6c8beae3,e41bddd4-97f2-46e2-9726-33ad99b7e4ef,3d26c25a-4b9d-4091-a4df-96b3eb72aa4f,2500,67.56
488f237f-3e67-41c5-b598-041e730b5cb9,b889ca6f-3150-4f1c-92d9-a329dd534e00,91c6e018-b002-4690-9833-458450d83e3f,2000,116.25
d1ce587a-3d94-4f7f-b3a3-c6fb09a8dac3,18b84293-7b4b-420e-87f2-6bee52a25195,5e30a00c-e4e0-4f2b-863b-3126031d2ad3,4,25.94
ef99db55-76cf-4bed-99f0-0ae836eb7de3,2ec71da8-1df3-47e1-9f3b-08c80b93a672,5e30a00c-e4e0-4f2b-863b-3126031d2ad3,1,22.1
42552e0d-c2eb-46f8-adba-c945e944da89,6e69ba48-3002-43fc-bcd3-cfde3a1ae271,3750db0f-b222-4762-bfd2-1bf4184236f5,15,0
4b93b64d-f9b9-4177-92aa-ac62829b7a94,3dad5b8e-a741-47f5-8a3d-03c1b3fd2a72,30e11212-a68c-4bd7-bcd4-4faece356bec,1,18.9
81360f26-8724-476f-ad16-5c944fef243b,81dbd1c8-5051-4887-90a2-52ab2bf110ce,5e30a00c-e4e0-4f2b-863b-3126031d2ad3,2,25.94
9871f683-25f3-4271-b987-a235cc24f0cb,98256cff-7dbe-437f-9c59-bb7cc53ef0b6,36d64f49-d957-4abf-9599-efb0bf6650ed,500,32.45
